"id","kind","cond","items","prerequisite","exclusion","loop","caption","success_cond","explanation","event_start_at","event_end_at"
244,4,244,"4/195/1+1/10006/1/0",0,239,0,"Mengumpulkan ID tiap pasukan C & D.",0,,"2012-11-14 04:00:00 UTC","2012-11-28 04:00:00 UTC"
245,4,245,"4/196/1+1/10007/1/0",244,,0,"Mengumpulkan ID tiap pasukan A sampai D.",0,,"2012-11-14 04:00:00 UTC","2012-11-28 04:00:00 UTC"
246,4,246,"4/197/1+1/10008/1/0",245,,0,"Mengumpulkan 2 ID tiap pasukan A sampai E.",0,,"2012-11-14 04:00:00 UTC","2012-11-28 04:00:00 UTC"
247,4,247,"2/96/1/0+1/10009/1/0",246,,0,"Mengumpulkan 3 ID tiap pasukan A sampai E.",0,,"2012-11-14 04:00:00 UTC","2012-11-28 04:00:00 UTC"
248,4,248,"3/39/1",247,,0,"Mengumpulkan 5 ID tiap pasukan A sampai E.",0,,"2012-11-14 04:00:00 UTC","2012-11-28 04:00:00 UTC"
249,4,249,"2/135/1/0",0,,0,"Mendapatkan Cobb LV3.",363,,"2012-12-05 04:00:00 UTC","2012-12-19 04:00:00 UTC"
250,4,250,"2/138/1/0",0,,0,"Mendapatkan Evelyn LV3.",373,,"2013-01-02 04:00:00 UTC","2013-01-16 04:00:00 UTC"
251,4,251,"3/70/1/0",0,,1,"Menjalankan 3 duel di channel [Alexander] (berulang).",3,"Mengisi ulang Treasure Box yang didapat.","2013-01-16 04:00:00 UTC","2013-01-30 04:00:00 UTC"
252,4,252,"3/70/1/0",0,,1,"Menjalankan 7 duel di channel [Alexander] (berulang).",7,"Mengisi ulang Treasure Box yang didapat.","2013-01-16 04:00:00 UTC","2013-01-30 04:00:00 UTC"
253,4,253,"2/144/1/0",0,,0,"Mendapatkan Karenberd LV3.",393,,"2013-02-06 04:00:00 UTC","2013-02-20 04:00:00 UTC"
254,4,254,"3/29/1/0+3/38/1/0",0,,0,"Menghadiahkan Quest ★1",0,"Tidak tergolong dalam Achievement, bahkan jika sudah diselesaikan.","2013-02-13 04:00:00 UTC","2013-02-27 04:00:00 UTC"
255,4,255,"3/2/1/0+4/201/1",254,,0,"Menghadiahkan Quest ★2",0,"Tidak tergolong dalam Achievement, bahkan jika sudah diselesaikan.","2013-02-13 04:00:00 UTC","2013-02-27 04:00:00 UTC"
256,4,256,"3/27/1/0+4/207/1",255,,0,"Menghadiahkan Quest ★3",0,"Tidak tergolong dalam Achievement, bahkan jika sudah diselesaikan.","2013-02-13 04:00:00 UTC","2013-02-27 04:00:00 UTC"
257,4,257,"3/3/1/0+4/204/1",256,,0,"Menghadiahkan Quest ★4",0,"Tidak tergolong dalam Achievement, bahkan jika sudah diselesaikan.","2013-02-13 04:00:00 UTC","2013-02-27 04:00:00 UTC"
258,4,258,"3/28/1/0",257,,0,"Menghadiahkan Quest ★5",0,"Tidak tergolong dalam Achievement, bahkan jika sudah diselesaikan.","2013-02-13 04:00:00 UTC","2013-02-27 04:00:00 UTC"
259,4,259,"3/21/1/0",258,,0,"Menghadiahkan Quest ★6",0,"Tidak tergolong dalam Achievement, bahkan jika sudah diselesaikan.","2013-02-13 04:00:00 UTC","2013-02-27 04:00:00 UTC"
260,4,260,"2/141/1/0",259,,0,"Menghadiahkan Quest ★7",0,"Tidak tergolong dalam Achievement, bahkan jika sudah diselesaikan.","2013-02-13 04:00:00 UTC","2013-02-27 04:00:00 UTC"
261,4,261,"3/9/1/0",260,,0,"Menghadiahkan Quest ★8",0,"Tidak tergolong dalam Achievement, bahkan jika sudah diselesaikan.","2013-02-13 04:00:00 UTC","2013-02-27 04:00:00 UTC"
262,4,262,"3/9/1/0",261,,0,"Menghadiahkan Quest ★9",0,"Tidak tergolong dalam Achievement, bahkan jika sudah diselesaikan.","2013-02-13 04:00:00 UTC","2013-02-27 04:00:00 UTC"
263,4,263,"3/39/1/0",262,,0,"Menghadiahkan Quest ★10",0,"Tidak tergolong dalam Achievement, bahkan jika sudah diselesaikan.","2013-02-13 04:00:00 UTC","2013-02-27 04:00:00 UTC"
264,4,264,"3/29/1/0",0,,0,"Duel 1vs1 dengan teman.",0,"Silakan reload browser untuk menampilkan data terbaru dari [Star Candy].","2013-02-13 04:00:00 UTC","2013-02-27 04:00:00 UTC"
265,4,265,"3/29/1/0+3/6/1/0",0,,0,"Duel 3vs3 dengan teman.",0,"Silakan reload browser untuk menampilkan data terbaru dari [Star Candy + White Heather 3].","2013-02-13 04:00:00 UTC","2013-02-27 04:00:00 UTC"
266,4,266,"2/147/1/0",0,,0,"Mendapatkan Nenem LV3.",403,,"2013-03-06 04:00:00 UTC","2013-03-20 04:00:00 UTC"
267,4,267,"4/217/1+3/2/1/0",0,,0,"Menyelesaikan [Isaac Invitation] 3x.",3,,"2013-03-13 04:00:00 UTC","2013-03-27 04:00:00 UTC"
268,4,268,"4/218/1+3/21/1/0",267,,0,"Menyelesaikan [Isaac Invitation] 7x.",7,,"2013-03-13 04:00:00 UTC","2013-03-27 04:00:00 UTC"
269,4,269,"4/219/1+3/50/1/0",268,,0,"Menyelesaikan [Isaac Invitation] 10x.",10,,"2013-03-13 04:00:00 UTC","2013-03-27 04:00:00 UTC"
270,4,270,"2/30/1/0",269,,0,"Menyelesaikan [Isaac Invitation] 30x.",30,,"2013-03-13 04:00:00 UTC","2013-03-27 04:00:00 UTC"
271,4,271,"4/220/1+3/2/1/0",0,,0,"Menyelesaikan [Jead Invitation] 3x.",3,,"2013-03-13 04:00:00 UTC","2013-03-27 04:00:00 UTC"
272,4,272,"4/221/1+3/21/1/0",271,,0,"Menyelesaikan [Jead Invitation] 7x.",7,,"2013-03-13 04:00:00 UTC","2013-03-27 04:00:00 UTC"
273,4,273,"4/222/1+3/50/1/0",272,,0,"Menyelesaikan [Jead Invitation] 10x.",10,,"2013-03-13 04:00:00 UTC","2013-03-27 04:00:00 UTC"
274,4,274,"2/45/1/0",273,,0,"Menyelesaikan [Jead Invitation] 30x.",30,,"2013-03-13 04:00:00 UTC","2013-03-27 04:00:00 UTC"
275,4,275,"4/223/1+3/2/1/0",0,,0,"Menyelesaikan [Salgado Invitation] 3x.",3,,"2013-03-13 04:00:00 UTC","2013-03-27 04:00:00 UTC"
276,4,276,"4/224/1+3/21/1/0",275,,0,"Menyelesaikan [Salgado Invitation] 7x.",7,,"2013-03-13 04:00:00 UTC","2013-03-27 04:00:00 UTC"
277,4,277,"4/225/1+3/50/1/0",276,,0,"Menyelesaikan [Salgado Invitation] 10x.",10,,"2013-03-13 04:00:00 UTC","2013-03-27 04:00:00 UTC"
278,4,278,"2/90/1/0",277,,0,"Menyelesaikan [Salgado Invitation] 30x.",30,,"2013-03-13 04:00:00 UTC","2013-03-27 04:00:00 UTC"
279,4,279,"3/39/1/0",0,,0,"Menyelesaikan semua quest Invitation.",0,,"2013-03-13 04:00:00 UTC","2013-03-27 04:00:00 UTC"
280,4,280,"4/226/1",0,,0,"Menjalankan 3 duel.",3,"Mengisi item yang dimiliki.","2013-03-13 04:00:00 UTC","2013-03-27 04:00:00 UTC"
281,4,281,"4/227/1",280,,0,"Menjalankan 5 duel.",5,"Mengisi item yang dimiliki.","2013-03-13 04:00:00 UTC","2013-03-27 04:00:00 UTC"
282,4,282,"4/228/1",281,,0,"Menjalankan 7 duel.",7,"Mengisi item yang dimiliki.","2013-03-13 04:00:00 UTC","2013-03-27 04:00:00 UTC"
283,4,283,"4/229/1",282,,0,"Menjalankan 15 duel.",15,"Mengisi item yang dimiliki.","2013-03-13 04:00:00 UTC","2013-03-27 04:00:00 UTC"
284,4,284,"2/150/1/0",0,,0,"Mendapatkan Nenem LV3.",413,,"2013-04-03 04:00:00 UTC","2013-04-17 04:00:00 UTC"
285,4,285,"3/10/1/0",0,,0,"Mendapatkan kartu baru LV3.",0,"Mendapatkan kartu LV3 Darkroom dari Bonus Game & sintesis.","2013-02-13 04:00:00 UTC",
286,4,286,"3/10/1/0",285,,0,"Mendapatkan kartu baru LV5.",0,"Mendapatkan kartu LV5 Darkroom dari Bonus Game & sintesis.","2013-02-13 04:00:00 UTC",
287,4,287,"3/10/1/0",286,,0,"Mendapatkan kartu rare.",0,"Mendapatkan kartu rare Darkroom dari Bonus Game & sintesis.","2013-02-13 04:00:00 UTC",
288,1,288,"3/5/1/0",288,,0,"Menjalankan duel.",1,"Login pada hari berikutnya untuk menyelesaikan! Jika kamu melanjutkan hingga 7 hari…",,
289,1,289,"3/5/1/0",289,,0,"Menjalankan duel 2 hari berturut-turut.",1,"Login pada hari berikutnya untuk menyelesaikan! Jika kamu melanjutkan hingga 7 hari…",,
290,1,290,"3/5/1/0",290,,0,"Menjalankan duel 3 hari berturut-turut.",1,"Login pada hari berikutnya untuk menyelesaikan! Jika kamu melanjutkan hingga 7 hari…",,
291,1,291,"3/6/1/0",291,,0,"Menjalankan duel 4 hari berturut-turut.",1,"Login pada hari berikutnya untuk menyelesaikan! Jika kamu melanjutkan hingga 7 hari…",,
292,1,292,"3/6/1/0",292,,0,"Menjalankan duel 5 hari berturut-turut.",1,"Login pada hari berikutnya untuk menyelesaikan! Jika kamu melanjutkan hingga 7 hari…",,
293,1,293,"3/6/1/0",293,,0,"Menjalankan duel 6 hari berturut-turut.",1,"Login pada hari berikutnya untuk menyelesaikan! Jika kamu melanjutkan hingga 7 hari…",,
294,1,294,"3/9/1/0",294,,0,"Menjalankan duel 7 hari berturut-turut.",1,,,
295,1,295,"1/10008/1/0",295,,0,"Menjalankan duel 8 hari berturut-turut.",1,,,
296,1,296,"1/10009/1/0",296,,0,"Menjalankan duel 9 hari berturut-turut.",1,,,
297,1,297,"1/10010/1/0",297,,0,"Menjalankan duel 10 hari berturut-turut.",1,,,
298,1,298,"3/6/1/0",298,,0,"Menjalankan duel 11 hari berturut-turut.",1,,,
299,1,299,"3/6/1/0",299,,0,"Menjalankan duel 12 hari berturut-turut.",1,,,
300,1,300,"3/6/1/0",300,,0,"Menjalankan duel 13 hari berturut-turut.",1,,,
301,1,301,"3/9/1/0",301,,0,"Menjalankan duel 14 hari berturut-turut.",1,,,
302,4,302,"3/3/1/0",0,,0,"Mendapatkan surat suara.",1,,,"2013-05-01 04:00:00 UTC"
303,4,303,"3/8/1/0",302,,0,"Mendapatkan 10 surat suara.",10,,,"2013-05-01 04:00:00 UTC"
304,4,304,"2/153/1/0",0,,0,"Mendapatkan Birgit LV3.",423,,"2013-05-01 04:00:00 UTC","2013-05-15 04:00:00 UTC"
305,4,305,"1/10005/1/0",0,,0,"Mengumpulkan 5 ingatan Evarist.",5,,"2013-05-15 04:00:00 UTC","2013-05-29 04:00:00 UTC"
306,4,306,"1/6/1/0",305,,0,"Mengumpulkan 10 ingatan Evarist.",10,,"2013-05-15 04:00:00 UTC","2013-05-29 04:00:00 UTC"
307,4,307,"1/10005/1/0",0,,0,"Mengumpulkan 5 ingatan Isaac.",5,,"2013-05-15 04:00:00 UTC","2013-05-29 04:00:00 UTC"
308,4,308,"1/16/1/0",307,,0,"Mengumpulkan 10 ingatan Isaac.",10,,"2013-05-15 04:00:00 UTC","2013-05-29 04:00:00 UTC"
309,4,309,"1/10005/1/0",0,,0,"Mengumpulkan 5 ingatan Grunwald.",5,,"2013-05-15 04:00:00 UTC","2013-05-29 04:00:00 UTC"
310,4,310,"1/26/1/0",309,,0,"Mengumpulkan 10 ingatan Grunwald.",10,,"2013-05-15 04:00:00 UTC","2013-05-29 04:00:00 UTC"
311,4,311,"1/10005/1/0",0,,0,"Mengumpulkan 5 ingatan Abel.",5,,"2013-05-15 04:00:00 UTC","2013-05-29 04:00:00 UTC"
312,4,312,"1/36/1/0",311,,0,"Mengumpulkan 10 ingatan Abel.",10,,"2013-05-15 04:00:00 UTC","2013-05-29 04:00:00 UTC"
313,4,313,"1/10005/1/0",0,,0,"Mengumpulkan 5 ingatan Leon.",5,,"2013-05-15 04:00:00 UTC","2013-05-29 04:00:00 UTC"
314,4,314,"1/46/1/0",313,,0,"Mengumpulkan 10 ingatan Leon.",10,,"2013-05-15 04:00:00 UTC","2013-05-29 04:00:00 UTC"
315,4,315,"1/10004/1/0",0,,0,"Mengumpulkan 5 ingatan Kronig.",5,,"2013-05-15 04:00:00 UTC","2013-05-29 04:00:00 UTC"
316,4,316,"1/56/1/0",315,,0,"Mengumpulkan 10 ingatan Kronig.",10,,"2013-05-15 04:00:00 UTC","2013-05-29 04:00:00 UTC"
317,4,317,"1/10004/1/0",0,,0,"Mengumpulkan 5 ingatan Jead.",5,,"2013-05-15 04:00:00 UTC","2013-05-29 04:00:00 UTC"
318,4,318,"1/66/1/0",317,,0,"Mengumpulkan 10 ingatan Jead.",10,,"2013-05-15 04:00:00 UTC","2013-05-29 04:00:00 UTC"
319,4,319,"1/10004/1/0",0,,0,"Mengumpulkan 5 ingatan Archibald.",5,,"2013-05-15 04:00:00 UTC","2013-05-29 04:00:00 UTC"
320,4,320,"1/76/1/0",319,,0,"Mengumpulkan 10 ingatan Archibald.",10,,"2013-05-15 04:00:00 UTC","2013-05-29 04:00:00 UTC"
321,4,321,"1/10004/1/0",0,,0,"Mengumpulkan 5 ingatan Max.",5,,"2013-05-15 04:00:00 UTC","2013-05-29 04:00:00 UTC"
322,4,322,"1/86/1/0",321,,0,"Mengumpulkan 10 ingatan Max.",10,,"2013-05-15 04:00:00 UTC","2013-05-29 04:00:00 UTC"
323,4,323,"1/10004/1/0",0,,0,"Mengumpulkan 5 ingatan Blaise.",5,,"2013-05-15 04:00:00 UTC","2013-05-29 04:00:00 UTC"
324,4,324,"1/96/1/0",323,,0,"Mengumpulkan 10 ingatan Blaise.",10,,"2013-05-15 04:00:00 UTC","2013-05-29 04:00:00 UTC"
325,4,325,"1/10003/1/0",0,,0,"Mengumpulkan 5 ingatan Sheri.",5,,"2013-05-15 04:00:00 UTC","2013-05-29 04:00:00 UTC"
326,4,326,"1/106/1/0",325,,0,"Mengumpulkan 10 ingatan Sheri.",10,,"2013-05-15 04:00:00 UTC","2013-05-29 04:00:00 UTC"
327,4,327,"1/10003/1/0",0,,0,"Mengumpulkan 5 ingatan Ayn.",5,,"2013-05-15 04:00:00 UTC","2013-05-29 04:00:00 UTC"
328,4,328,"1/116/1/0",327,,0,"Mengumpulkan 10 ingatan Ayn.",10,,"2013-05-15 04:00:00 UTC","2013-05-29 04:00:00 UTC"
329,4,329,"1/10003/1/0",0,,0,"Mengumpulkan 5 ingatan Bernhard.",5,,"2013-05-15 04:00:00 UTC","2013-05-29 04:00:00 UTC"
330,4,330,"1/126/1/0",329,,0,"Mengumpulkan 10 ingatan Bernhard.",10,,"2013-05-15 04:00:00 UTC","2013-05-29 04:00:00 UTC"
331,4,331,"1/10003/1/0",0,,0,"Mengumpulkan 5 ingatan Friedrich.",5,,"2013-05-15 04:00:00 UTC","2013-05-29 04:00:00 UTC"
332,4,332,"1/136/1/0",331,,0,"Mengumpulkan 10 ingatan Friedrich.",10,,"2013-05-15 04:00:00 UTC","2013-05-29 04:00:00 UTC"
333,4,333,"1/10003/1/0",0,,0,"Mengumpulkan 5 ingatan Marguerite.",5,,"2013-05-15 04:00:00 UTC","2013-05-29 04:00:00 UTC"
334,4,334,"1/146/1/0",333,,0,"Mengumpulkan 10 ingatan Marguerite.",10,,"2013-05-15 04:00:00 UTC","2013-05-29 04:00:00 UTC"
335,4,335,"1/10002/1/0",0,,0,"Mengumpulkan 5 ingatan Donita.",5,,"2013-05-15 04:00:00 UTC","2013-05-29 04:00:00 UTC"
336,4,336,"1/156/1/0",335,,0,"Mengumpulkan 10 ingatan Donita.",10,,"2013-05-15 04:00:00 UTC","2013-05-29 04:00:00 UTC"
337,4,337,"1/10002/1/0",0,,0,"Mengumpulkan 5 ingatan Sprout.",5,,"2013-05-15 04:00:00 UTC","2013-05-29 04:00:00 UTC"
338,4,338,"1/166/1/0",337,,0,"Mengumpulkan 10 ingatan Sprout.",10,,"2013-05-15 04:00:00 UTC","2013-05-29 04:00:00 UTC"
339,4,339,"1/10002/1/0",0,,0,"Mengumpulkan 5 ingatan Belinda.",5,,"2013-05-15 04:00:00 UTC","2013-05-29 04:00:00 UTC"
340,4,340,"1/176/1/0",339,,0,"Mengumpulkan 10 ingatan Belinda.",10,,"2013-05-15 04:00:00 UTC","2013-05-29 04:00:00 UTC"
341,4,341,"1/10002/1/0",0,,0,"Mengumpulkan 5 ingatan Rosso.",5,,"2013-05-15 04:00:00 UTC","2013-05-29 04:00:00 UTC"
342,4,342,"1/186/1/0",341,,0,"Mengumpulkan 10 ingatan Rosso.",10,,"2013-05-15 04:00:00 UTC","2013-05-29 04:00:00 UTC"
343,4,343,"1/10002/1/0",0,,0,"Mengumpulkan 5 ingatan Ada.",5,,"2013-05-15 04:00:00 UTC","2013-05-29 04:00:00 UTC"
344,4,344,"1/196/1/0",343,,0,"Mengumpulkan 10 ingatan Ada.",10,,"2013-05-15 04:00:00 UTC","2013-05-29 04:00:00 UTC"
345,4,345,"3/8/1/0",0,"305+306+307+308+309+310+311+312+313+314+315+316+317+318+319+320+321+322+323+324+325+326+327+328+329+330+331+332+333+334+335+336+337+338+339+340+341+342+343+344",0,"Mendapatkan 3 rare card dari Event.",3,"Tidak dapat melanjutkan setelah mendapatkan 3 kartu rare.","2013-05-15 04:00:00 UTC","2013-05-29 04:00:00 UTC"
346,4,346,"2/156/1/0",0,,0,"Mendapatkan Kuhn LV3.",433,,"2013-05-29 04:00:00 UTC","2013-06-12 04:00:00 UTC"
348,4,348,"1/1/1/0",0,,0,"Memulai [Waterfront Conqueror].",0,"Dpat memeriksa poin di halaman Event Ranking. Menunjukkan poin terakhir saat membuka browser. CATATAN: Bukan peringkat aktual & akan diupdate secara berkala.","2013-06-12 04:00:00 UTC","2013-06-26 04:00:00 UTC"
349,4,349,"3/2/1/0+3/11/1/0",0,,0,"Mendapat 3 poin pada [Waterfront Conqueror].",0,,"2013-06-12 04:00:00 UTC","2013-06-26 04:00:00 UTC"
350,4,350,"4/265/1/0+1/10001/1/0",0,,0,"Mendapat 10 poin pada [Waterfront Conqueror].",0,,"2013-06-12 04:00:00 UTC","2013-06-26 04:00:00 UTC"
351,4,351,"4/264/1/0+1/10002/1/0",0,,0,"Mendapat 20 poin pada [Waterfront Conqueror].",0,,"2013-06-12 04:00:00 UTC","2013-06-26 04:00:00 UTC"
352,4,352,"4/261/1/0+1/10003/1/0",0,,0,"Mendapat 30 poin pada [Waterfront Conqueror].",0,,"2013-06-12 04:00:00 UTC","2013-06-26 04:00:00 UTC"
353,4,353,"3/39/1/0",0,,0,"Mendapat 100 poin pada [Waterfront Conqueror].",0,,"2013-06-12 04:00:00 UTC","2013-06-26 04:00:00 UTC"
