"id","name","event_no","card_cost","color","max_in_deck","restriction","image","caption","filler","created_at","name_en","name_fr","name_kr","name_scn","name_tcn","name_ina","name_thai","caption_en","caption_fr","caption_kr","caption_scn","caption_tcn","caption_ina","caption_thai"
72,"銃3・移動1カード",1717,0,0,18,,"event04.swf","このカードは銃3・移動1として扱う",0,"2010-10-17 06:35:33 UTC","Gun 3/Move 1","Fusil 3/Mouvement 1","총3+이동1카드","枪3·移动1卡","槍3·移動1卡","Gun 3/Move 1","การ์ดปืน 3 เคลื่อนย้าย 1","This card can be used as Gun 3/Move 1.","Cette carte peut être utilisée comme Fusil 3/Mouvement 1","이 카드는 [총3]or[이동1]의 효과가 있습니다.","此卡当作枪3·移动1使用","此卡當作槍3·移動1使用","Digunakan sebagai Gun 3/Move 1","การ์ดปืน 3 เคลื่อนย้าย 1"
73,"銃4・移動1カード",1753,1,4,9,,"event04.swf","このカードは銃4・移動1として扱う",0,"2010-10-17 06:35:33 UTC","Gun 4/Move 1","Fusil 4/Mouvement 1","총4+이동1카드","枪4·移动1卡","槍4·移動1卡","Gun 4/Move 1","การ์ดปืน 4 เคลื่อนย้าย 1","This card can be used as Gun 4/Move 1.","Cette carte peut être utilisée comme Fusil 4/Mouvement 1","이 카드는 [총4]or[이동1]의 효과가 있습니다.","此卡当作枪4·移动1使用","此卡當作槍4·移動1使用","Digunakan sebagai Gun 4/Move 1","การ์ดปืน 4 เคลื่อนย้าย 1"
74,"銃5・移動1カード",1771,1,4,9,,"event04.swf","このカードは銃5・移動1として扱う",0,"2010-10-17 06:35:33 UTC","Gun 5/Move 1","Fusil 5/Mouvement 1","총5+이동1카드","枪5·移动1卡","槍5·移動1卡","Gun 5/Move 1","การ์ดปืน 5 เคลื่อนย้าย 1","This card can be used as Gun 5/Move 1.","Cette carte peut être utilisée comme Fusil 5/Mouvement 1","이 카드는 [총5]or[이동1]의 효과가 있습니다.","此卡当作枪5·移动1使用","此卡當作槍5·移動1使用","Digunakan sebagai Gun 5/Move 1","การ์ดปืน 5 เคลื่อนย้าย 1"
75,"銃3・盾1カード",1789,0,0,18,,"event04.swf","このカードは銃3・盾1として扱う",0,"2010-10-17 06:35:33 UTC","Gun 3/Shield 1","Fusil 3/Bouclier 1","총3+방어1카드","枪3·盾1卡","槍3·盾1卡","Gun 3/Shield 1","การ์ดปืน 3 การ์ดโล่ 1","This card can be used as Gun 3/Shield 1.","Cette carte peut être utilisée comme Fusil 3/Bouclier 1","이 카드는 [총3]or[방어1]의 효과가 있습니다.","此卡当作枪3·盾1使用","此卡當作槍3·盾1使用","Digunakan sebagai Gun 3/Shield 1","การ์ดปืน 3 การ์ดโล่ 1"
76,"銃4・盾2カード",1825,1,4,9,,"event04.swf","このカードは銃4・盾2として扱う",0,"2010-10-17 06:35:33 UTC","Gun 4/Shield 2","Fusil 4/Bouclier 2","총4+방어2카드","枪4·盾2卡","槍4·盾2卡","Gun 4/Shield 2","การ์ดปืน 4 การ์ดโล่ 1","This card can be used as Gun 4/Shield 2.","Cette carte peut être utilisée comme Fusil 4/Bouclier 2","이 카드는 [총4]or[방어2]의 효과가 있습니다.","此卡当作枪4·盾2使用","此卡當作槍4·盾2使用","Digunakan sebagai Gun 4/Shield 2","การ์ดปืน 4 การ์ดโล่ 1"
77,"銃5・盾3カード",1843,1,4,9,,"event04.swf","このカードは銃5・盾3として扱う",0,"2010-10-17 06:35:33 UTC","Gun 5/Shield 3","Fusil 5/Bouclier 3","총5+방어3카드","枪5·盾3卡","槍5·盾3卡","Gun 5/Shield 3","การ์ดปืน 5 การ์ดโล่ 1","This card can be used as Gun 5/Shield 3.","Cette carte peut être utilisée comme Fusil 5/Bouclier 3","이 카드는 [총5]or[방어3]의 효과가 있습니다.","此卡当作枪5·盾3使用","此卡當作槍5·盾3使用","Digunakan sebagai Gun 5/Shield 3","การ์ดปืน 5 การ์ดโล่ 1"
78,"銃3・特殊1カード",1861,0,0,18,,"event04.swf","このカードは銃3・特殊1として扱う",0,"2010-10-17 06:35:33 UTC","Gun 3/Special 1","Fusil 3/Spécial 1","총3+특수1카드","枪3·特殊1卡","槍3·特殊1卡","Gun 3/Special 1","การ์ดปืน 3 การ์ดพิเศษ 1","This card can be used as Gun 3/Special 1.","Cette carte peut être utilisée comme Fusil 3/Spécial 1","이 카드는 [총3]or[특수1]의 효과가 있습니다.","此卡当作枪3·特殊1使用","此卡當作槍3·特殊1使用","Digunakan sebagai Gun 3/Special 1","การ์ดปืน 3 การ์ดพิเศษ 1"
79,"銃4・特殊2カード",1897,1,4,9,,"event04.swf","このカードは銃4・特殊2として扱う",0,"2010-10-17 06:35:33 UTC","Gun 4/Special 2","Fusil 4/Spécial 2","총4+특수2카드","枪4·特殊2卡","槍4·特殊2卡","Gun 4/Special 2","การ์ดปืน 4 การ์ดพิเศษ 2","This card can be used as Gun 4/Special 2.","Cette carte peut être utilisée comme Fusil 4/Spécial 2","이 카드는 [총4]or[특수2]의 효과가 있습니다.","此卡当作枪4·特殊2使用","此卡當作槍4·特殊2使用","Digunakan sebagai Gun 4/Special 2","การ์ดปืน 4 การ์ดพิเศษ 2"
80,"銃5・特殊3カード",1915,1,4,9,,"event04.swf","このカードは銃5・特殊3として扱う",0,"2010-10-17 06:35:33 UTC","Gun 5/Special 3","Fusil 5/Spécial 3","총5+특수3카드","枪5·特殊3卡","槍5·特殊3卡","Gun 5/Special 3","การ์ดปืน 5 การ์ดพิเศษ 3","This card can be used as Gun 5/Special 3.","Cette carte peut être utilisée comme Fusil 5/Spécial 3","이 카드는 [총5]or[특수3]의 효과가 있습니다.","此卡当作枪5·特殊3使用","此卡當作槍5·特殊3使用","Digunakan sebagai Gun 5/Special 3","การ์ดปืน 5 การ์ดพิเศษ 3"
81,"移動1・特殊1カード",1933,0,0,18,,"event04.swf","このカードは移動1・特殊1として扱う",0,"2010-10-17 06:35:33 UTC","Move 1/Special 1","Mouvement 1/Spécial 1","이동1+특수1카드","移动1·特殊1卡","移動1·特殊1卡","Move 1/Special 1","เคลื่อนย้าย 1 การ์ดพิเศษ 1","This card can be used as Move 1/Special 1.","Cette carte peut être utilisée comme Mouvement 1/Spécial 1","이 카드는 [이동1]or[특수1]의 효과가 있습니다.","此卡当作移动1·特殊1使用","此卡當作移動1·特殊1使用","Digunakan sebagai Move 1/Special 1","เคลื่อนย้าย 1 การ์ดพิเศษ 1"
82,"移動2・特殊2カード",1969,1,7,9,,"event04.swf","このカードは移動2・特殊2として扱う",0,"2010-10-17 06:35:33 UTC","Move 2/Special 2","Mouvement 2/Spécial 2","이동2+특수2카드","移动2·特殊2卡","移動2·特殊2卡","Move 2/Special 2","เคลื่อนย้าย 2 การ์ดพิเศษ 2","This card can be used as Move 2/Special 2.","Cette carte peut être utilisée comme Mouvement 2/Spécial 2","이 카드는 [이동2]or[특수2]의 효과가 있습니다.","此卡当作移动2·特殊2使用","此卡當作移動2·特殊2使用","Digunakan sebagai Move 2/Special 2","เคลื่อนย้าย 2 การ์ดพิเศษ 2"
83,"移動3・特殊3カード",1987,2,7,9,,"event04.swf","このカードは移動3・特殊3として扱う",0,"2010-10-17 06:35:33 UTC","Move 3/Special 3","Mouvement 3/Spécial 3","이동3+특수3카드","移动3·特殊3卡","移動3·特殊3卡","Move 3/Special 3","เคลื่อนย้าย 3 การ์ดพิเศษ 3","This card can be used as Move 3/Special 3.","Cette carte peut être utilisée comme Mouvement 3/Spécial 3","이 카드는 [이동3]or[특수3]의 효과가 있습니다.","此卡当作移动3·特殊3使用","此卡當作移動3·特殊3使用","Digunakan sebagai Move 3/Special 3","เคลื่อนย้าย 3 การ์ดพิเศษ 3"
84,"汚染カード",2004,0,0,18,,"event04.swf","このカードは剣1・銃1として扱う",0,"2010-10-17 06:35:33 UTC","Contaminate","Pollution","오염 카드","污染卡","污染卡","Pollution","การ์ดมลพิษ","This card can be used as either a Sword 1 or a Gun 1.","Cette carte peut être utilisée comme Epée 1/Fusil 1","이 카드는 [검1]or[총1]의 효과가 있습니다.","此卡当作剑1·枪1使用","此卡當作劍1·槍1使用","Digunakan sebagai Sword 1/Gun 1","ใช้การ์ดนี้แทนดาบ 1 ปืน 1"
85,"攻撃カード",2040,0,0,18,,"event04.swf","このカードは剣5・銃5として扱う",0,"2010-10-17 06:35:33 UTC","Attack!","Carte ATK","공격 카드","攻击卡","攻擊卡","Assault","การ์ดโจมตี","This card can be used as either a Sword 5 or a Gun 5.","Cette carte peut être utilisée comme Fusil 5/Fusil 5","이 카드는 [검5]or[총5]의 효과가 있습니다.","此卡当作枪5·枪5使用","此卡當作槍5·槍5使用","Digunakan sebagai Sword 5/Gun 5","ใช้การ์ดนี้แทนดาบ 5 ปืน 5"
86,"回復カード",2076,0,0,18,,"event04.swf","ヒットポイント3回復",0,"2010-10-17 06:35:33 UTC","Recovery","Récupération","회복 카드","回复卡","回復卡","Recovery","การ์ดฟื้นพลัง","Recover 3 hit points.","Vos HP augmentent de 3","HP를 3포인트 회복합니다.","回复3点Hp","回復3點Hp","Memulihkan 3 HP","ฟื้นค่าพลังชีวิต 3 แต้ม"
87,"特殊チャンスカード",2112,0,0,18,,"event04.swf","提出時にデッキからカードを5枚ドローする",0,"2010-10-17 06:35:33 UTC","Special Chance","Carte Spécial Chance ","특수 클로버 카드","特殊机会卡","特殊機會卡","Special Chance","ชานส์การ์ดพิเศษ","When you play this card, draw 5 cards from your deck.","Tirer 5 cartes de la pioche","드롭시 5장의 카드를 드로우 합니다.","出牌后从卡组抽5张卡","出牌後從卡組抽5張卡","Mengambil 5 kartu dari Deck","เมื่อใช้การ์ดจะสามารถจั่วการ์ดจากสำรับได้อีก 5 ใบ"
88,"銃1・盾1カード",2148,0,0,40,,"event04.swf","このカードは銃1・盾1として扱う",0,"2010-10-17 06:15:11 UTC","Gun 1/Shield 1","Fusil 1/Bouclier 1","총1+방어1카드","枪1·盾1卡","槍1·盾1卡","Gun 1/Shield 1","การ์ดปืน 1 การ์ดโล่ 1","This card can be used as Gun 1/Shield 1.","Cette carte peut être utilisée comme Fusil 1/Bouclier 1","이 카드는 [총1]or[방어1]의 효과가 있습니다.","此卡当作枪1·盾1使用","此卡當作槍1·盾1使用","Digunakan sebagai Gun 1/Shield 1","การ์ดปืน 1 การ์ดโล่ 1"
89,"剣1カード",2228,0,0,40,,"event04.swf","このカードは剣1として扱う",0,"2010-10-17 06:35:33 UTC","Sword 1","Epée 1","검1 카드","剑1卡","劍1卡","Sword 1","การ์ดดาบ 1","This card can be used as a Sword 1.","Cette carte peut être utilisée comme Epée 1","이 카드는 검1의 효과가 있습니다.","此卡当作剑1使用","此卡當作劍1使用","Digunakan sebagai Sword 1","ใช้การ์ดนี้แทนดาบ 1"
90,"銃1カード",2308,0,0,40,,"event04.swf","このカードは銃1として扱う",0,"2010-10-17 06:35:33 UTC","Gun 1","Fusil 1","총1 카드","枪1卡","槍1卡","Gun 1","การ์ดปืน 1","This card can be used as a Gun 1.","Cette carte peut être utilisée comme Fusil 1","이 카드는 총1의 효과가 있습니다.","此卡当作枪1使用","此卡當作槍1使用","Digunakan sebagai Gun 1","ใช้การ์ดนี้แทนปืน 1"
91,"銃1・剣1カード",2388,0,0,40,,"event04.swf","このカードは銃1・剣1として扱う",0,"2010-10-17 06:15:11 UTC","Sword 1/Gun 1","Epée 1/Fusil 1","검1+총1 카드","剑1·枪1卡","劍1·槍1卡","Sword 1/Gun 1","การ์ดดาบ 1 ปืน 1","This card can be used as either a Sword 1 or a Gun 1.","Cette carte peut être utilisée comme Epée 1/Fusil 1","이 카드는 [검1]or[총1]의 효과가 있습니다.","此卡当作剑1·枪1使用","此卡當作劍1·槍1使用","Digunakan sebagai Sword 1/Gun 1","ใช้การ์ดนี้แทนดาบ 1 ปืน 1"
92,"銃1・移動1カード",2468,0,0,40,,"event04.swf","このカードは銃1・移動1として扱う",0,"2010-10-17 06:15:11 UTC","Gun 1/Move 1","Fusil 1/Mouvement 1","총1+이동1카드","枪1·移动1卡","槍1·移動1卡","Gun 1/Move 1","การ์ดปืน 1 เคลื่อนย้าย 1","This card can be used as Gun 1/Move 1.","Cette carte peut être utilisée comme Fusil 1/Mouvement 1","이 카드는 [총1]or[이동1]의 효과가 있습니다.","此卡当作枪1·移动1使用","此卡當作槍1·移動1使用","Digunakan sebagai Gun 1/Move 1","การ์ดปืน 1 เคลื่อนย้าย 1"
93,"銃1・特殊1カード",2548,0,0,40,,"event04.swf","このカードは銃1・特殊1として扱う",0,"2010-10-17 06:15:11 UTC","Gun 1/Special 1","Fusil 1/Spécial 1","총1+특수1카드","枪1·特殊1卡","槍1·特殊1卡","Gun 1/Special 1","การ์ดปืน 1 การ์ดพิเศษ 1","This card can be used as Gun 1/Special 1.","Cette carte peut être utilisée comme Fusil 1/Spécial 1","이 카드는 [총1]or[특수1]의 효과가 있습니다.","此卡当作枪1·特殊1使用","此卡當作槍1·特殊1使用","Digunakan sebagai Gun 1/Special 1","การ์ดปืน 1 การ์ดพิเศษ 1"
94,"集束のカード",2628,0,0,18,,"event04.swf","提出時、MOVEフェイズに与えるダメージに20加算する",0,"2010-10-17 06:15:11 UTC","Focus Card","Carte de Concentration",,"聚焦卡","聚焦卡",,,"When used, +20 damages dealt during the Move Phase.","Lorsque vous posez vos cartes, vous infligez 20 dommages de plus lors de votre phase de mouvement.",,"出牌后,移动阶段造成的伤害增加20点","出牌時,移動階段造成的傷害會加算20點",,
95,"移動1カード",2664,0,0,36,,"event04.swf","このカードは移動1として扱う",0,"2010-10-17 06:35:33 UTC","Move 1","Mouvement 1","이동1 카드","移动1卡","移動1卡","Move 1","การ์ดเคลื่อนย้าย 1","This card can be used as a Move 1.","Cette carte peut être utilisée comme Mouvement 1","이 카드는 이동1의 효과가 있습니다.","此卡当作移动1使用","此卡當作移動1使用","Digunakan sebagai Move 1","ใช้การ์ดนี้เพื่อการเคลื่อนย้าย 1"
96,"移動2カード",2736,0,0,36,,"event04.swf","このカードは移動2として扱う",0,"2010-10-17 06:35:33 UTC","Move 2","Mouvement 2","이동2 카드","移动2卡","移動2卡","Move 2","การ์ดเคลื่อนย้าย 2","This card can be used as a Move 2.","Cette carte peut être utilisée comme Mouvement 2","이 카드는 이동2의 효과가 있습니다.","此卡当作移动2使用","此卡當作移動2使用","Digunakan sebagai Move 2","ใช้การ์ดนี้เพื่อการเคลื่อนย้าย 2"
97,"移動3カード",2808,0,0,36,,"event04.swf","このカードは移動3として扱う",0,"2010-10-17 06:35:33 UTC","Move 3","Mouvement 3","이동3 카드","移动3卡","移動3卡","Move 3","การ์ดเคลื่อนย้าย 3","This card can be used as a Move 3.","Cette carte peut être utilisée comme Mouvement 3","이 카드는 이동3의 효과가 있습니다.","此卡当作移动3使用","此卡當作移動3使用","Digunakan sebagai Move 3","ใช้การ์ดนี้เพื่อการเคลื่อนย้าย 3"
98,"移動4カード",2880,0,0,36,,"event04.swf","このカードは移動4として扱う",0,"2010-10-17 06:35:33 UTC","Move 4","Mouvement 4","이동4 카드","移动4卡","移動4卡","Move 4","การ์ดเคลื่อนย้าย 4","This card can be used as a Move 4.","Cette carte peut être utilisée comme Mouvement 4","이 카드는 이동4의 효과가 있습니다.","此卡当作移动4使用","此卡當作移動4使用","Digunakan sebagai Move 4","ใช้การ์ดนี้เพื่อการเคลื่อนย้าย 4"
99,"移動5カード",2952,0,0,36,,"event04.swf","このカードは移動5として扱う",0,"2010-10-17 06:35:33 UTC","Move 5","Mouvement 5","이동5 카드","移动5卡","移動5卡","Move 5","การ์ดเคลื่อนย้าย 5","This card can be used as a Move 5.","Cette carte peut être utilisée comme Mouvement 5","이 카드는 이동5의 효과가 있습니다.","此卡当作移动5使用","此卡當作移動5使用","Digunakan sebagai Move 5","ใช้การ์ดนี้เพื่อการเคลื่อนย้าย 5"
100,"剣3・盾3カード",3024,0,0,54,,"event04.swf","このカードは剣3・盾3として扱う",0,"2010-10-17 06:35:33 UTC","Sword 3/Shield 3","Epée 3/Bouclier 3","검3+방어3카드","枪3·盾3卡","劍3·盾3卡","Sword 3/Shield 3","การ์ดดาบ 3 การ์ดโล่ 3","This card can be used as Sword 3/Shield 3.","Cette carte peut être utilisée comme Epée 3/Bouclier 3","이 카드는 [검3]or[방어3]의 효과가 있습니다.","此卡当作剑3·盾3使用","此卡當作劍3·盾3使用","Digunakan sebagai Sword 3/Shield 3","การ์ดดาบ 3 การ์ดโล่ 3"
101,"銃3・特殊3カード",3132,0,0,54,,"event04.swf","このカードは銃3・特殊3として扱う",0,"2010-10-17 06:35:33 UTC","Gun 3/Special 3","Fusil 3/Spécial 3","총3+특수3카드","枪3·特殊3卡","槍3·特殊3卡","Gun 3/Special 3","การ์ดปืน 3 การ์ดพิเศษ 3","This card can be used as Gun 3/Special 3.","Cette carte peut être utilisée comme Fusil 3/Spécial 3","이 카드는 [총3]or[특수3]의 효과가 있습니다.","此卡当作枪3·特殊3使用","此卡當作槍3·特殊3使用","Digunakan sebagai Gun 3/Special 3","การ์ดปืน 3 การ์ดพิเศษ 3"
102,"移動3・特殊3カード",3240,0,0,54,,"event04.swf","このカードは移動3・特殊3として扱う",0,"2010-10-17 06:35:33 UTC","Move 3/Special 3","Mouvement 3/Spécial 3","이동3+특수3카드","移动3·特殊3卡","移動3·特殊3卡","Move 3/Special 3","เคลื่อนย้าย 3 การ์ดพิเศษ 3","This card can be used as Move 3/Special 3.","Cette carte peut être utilisée comme Mouvement 3/Spécial 3","이 카드는 [이동3]or[특수3]의 효과가 있습니다.","此卡当作移动3·特殊3使用","此卡當作移動3·特殊3使用","Digunakan sebagai Move 3/Special 3","เคลื่อนย้าย 3 การ์ดพิเศษ 3"
103,"銃3・盾3カード",3348,0,0,54,,"event04.swf","このカードは銃3・盾3として扱う",0,"2010-10-17 06:35:33 UTC","Gun 3/Shield 3","Fusil 3/Bouclier 3","총3+방어3카드","枪3·盾3卡","槍3·盾3卡","Gun 3/Shield 3","การ์ดปืน 3 การ์ดโล่ 1","This card can be used as Gun 3/Shield 3.","Cette carte peut être utilisée comme Fusil 3/Bouclier 3","이 카드는 [총3]or[방어3]의 효과가 있습니다.","此卡当作枪3·盾3使用","此卡當作槍3·盾3使用","Digunakan sebagai Gun 3/Shield 3","การ์ดปืน 3 การ์ดโล่ 1"
104,"特殊3・盾3カード",3456,0,0,54,,"event04.swf","このカードは特殊3・盾3として扱う",0,"2010-10-17 06:35:33 UTC","Special 3/Shield 3","Spécial 3/Bouclier 3","특수3+방어3 카드","特殊3·盾3卡","特殊3·盾3卡","Special 3/Shield 3","การ์ดพิเศษ 3 โล่ 3","This card can be used as either a Special 3 or a Shield 3.","Cette carte peut être utilisée comme Spécial 3/Bouclier 3","이 카드는 [특수3]or[방어3]의 효과가 있습니다.","此卡当作特殊3·盾3使用","此卡當作特殊3·盾3使用","Digunakan sebagai Special 3/Shield 3","ใช้การ์ดนี้แทนพิเศษ 3 โล่ 3"
105,"ウイルス",3564,0,0,66,,"event04.swf","提出時に２ダメージを受ける",0,"2010-10-17 06:35:33 UTC","Virus","Virus",,"病毒","病毒",,,"Deal 2 damage when this card is used (Jamie will be immune to this damage)","Lors de son usage, vous recevez 2 dommages.",,"出牌时会受到2点伤害","出牌時會受到2點傷害",,
