"id","name","caption","region","level","ap","difficulty","name_en","name_fr","name_kr","name_scn","name_tcn","name_ina","name_thai","caption_en","caption_fr","caption_kr","caption_scn","caption_tcn","caption_ina","caption_thai"
218,"雨鳴きの湿原","蛙たちの楽園",0,99,99,99,"Rainswept Marsh","Plaine Marécageuse","습기가 많은 초원","雨声绵延的潮湿草原","驟雨的濕原",,"บึงพิรุณครวญ","Frog paradise.","Paradis des Grenouilles","개구리들의 낙원","蛙群的天堂","蛙群的樂園",,"สวรรค์ของเหล่ากบ"
219,"2013XmasLand","2013クリスマスイベント専用地形",0,99,99,99,"2013XmasLand","2013XmasLand",,"2013Xmas大陆","2013Xmas大陸","2013XmasLand","2013XmasLand","A land for Xmas Events.","Terre réservée aux événements de Noël.",,"2013圣诞活动的专用地形","聖誕節集會地","Daerah untuk event Natal.","พื้นที่พิเศษสำหรับอีเวนท์คริสมาส"
220,"2013XmasLand","2013クリスマスイベント専用地形",0,99,99,99,"2013XmasLand","2013XmasLand",,"2013Xmas大陆","2013Xmas大陸","2013XmasLand","2013XmasLand","A land for Xmas Events.","Terre réservée aux événements de Noël.",,"2013圣诞活动的专用地形","聖誕節集會地","Daerah untuk event Natal.","พื้นที่พิเศษสำหรับอีเวนท์คริสมาส"
221,"ポーカー・ハンド","2014アコライトイベント専用地形",0,99,99,99,"Poker hands","Main au poker",,"火钳针","Poker Hand",,,"A 2014 acolyte event dedicated area.","Terre réservée aux événements d'Acolyte 2014",,"2014助手活动的专用地形","2014侍者活動專用地形",,
222,"深淵の書","深淵の書イベント専用地形",0,99,99,99,"The Book of the Abyss","Livre d'Abîmes",,"深渊之书","深淵之書",,,"The Book of the Abyss event dedicated area.","Terre réservée aux événements de Livre d'Abîmes.",,"深渊之书活动的专用地形","深淵之書活動專用地形",,
223,"救済の針","8月イベント用地形",0,99,99,99,"Needle of Relief","Aiguille de soulagement",,"救济之针","救濟之針",,,"An August event dedicated area","Région de l'événement du mois d'août",,"8月活动专用地图","8月活動用地形",,
224,"かぼちゃ畑","2014年10月イベント用地形",0,99,99,99,"Pumpkin Field","Champ de citrouilles",,"南瓜田","南瓜田",,,"2014 October event dedicated area.","Région de l'événement du mois d'octobre 2014",,"2014年10月活动专用地图","2014年10月活動專用地形",,
225,"紅衣の裁き","2014年11月イベント用地形",0,99,99,99,"Judgment in Red","Tribunal des Capes Rouges",,"红衣的审判","紅衣的審判",,,"2014 November event dedicated area.","Région de l'événement du mois de novembre 2014",,"2014年11月活动专用地图","2014年11月活動專用地形",,
226,"幸せの髭","2014年12月イベント用地形",0,99,99,99,"Happy Beard","Barbe du Bonheur",,"幸福之须","幸福的鬍鬚",,,"A land for 2014 Xmas Events.","Région de l'événement du mois de décembre 2014",,"2014年12月活动专用地图","2014年12月活動專用地形",,
227,"覚悟と諦念","2015年4月イベント用地形",0,99,99,99,"Happiness Beard","Barbe du Bonheur",,"觉悟与谛念","覺悟與諦念",,,"A land for 2014 Xmas Events.","Région de l'événement du mois de décembre 2014",,"2015年4月活动专用地图","2015年4月活動專用地形",,
228,"翠緑の魔物","2015年8月イベント用地形",0,99,99,99,"Green Monster","Monstre Vert",,"翠绿的魔物","翠綠的魔物",,,"An August 2015 event dedicated area","Région de l'événement du mois d'août 2015",,"2015年8月活动专用地图","2015年8月活動專用地形",,
229,"2015XmasLand","2015クリスマスイベント専用地形",0,99,99,99,"2015XmasLand","2015XmasLand",,"2015Xmas大陆","2015Xmas大陸","2015XmasLand","2015XmasLand","A land for Xmas Events.","Terre réservée aux événements de Noël.",,"2015圣诞活动的专用地形","聖誕節集會地","Daerah untuk event Natal.","พื้นที่พิเศษสำหรับอีเวนท์คริสมาส"
230,"研究所","2016年1月イベント地形",0,99,99,99,"Laboratory","Laboratoire",,"研究所","研究所",,,"2016 January event dedicated area.","Région de l'événement du mois de Janvier 2016",,"2016年1月活动专用地图","2016年1月活動專用地形",,
231,"2016WhiteLand","2016年3月イベント地形",0,99,99,99,"2016WhiteLand","2016WhiteLand",,"2016WhiteLand","2016WhiteLand",,,,,,"2016年3月活动专用地图","2016年3月活動專用地形",,
232,"歪みの断罪者","2016年5月イベント地形",0,99,99,99,,,,"歪曲的制裁者","歪曲的制裁者",,,,,,"2016年5月活动专用地图","2016年5月活動專用地形",,
233,"夕闇の森","2017年1月イベント地形",0,99,99,99,,,,"薄暮之森","薄暮之森",,,,,,"2017年1月活动专用地图","2017年1月活動專用地形",,
234,"2017ValentineLand","バレンタインイベント専用地形",0,99,99,99,"2017ValentineLand","2017ValentineLand","2017ValentineLand","2017Valentine大陆","2017Valentine大陸","2017ValentineLand","2017ValentineLand","A land for Valentine Events.","Terre réservée aux événements de la St Valentin.","발렌타인 이벤트 전용 지형","情人节活动的专用地形","情人節活動專用地形","Daerah untuk event Valentine.","พื้นที่พิเศษสำหรับอีเวนท์วาเลนไทน์"
235,"2017WhiteLand","2017ホワイトデーイベント専用地形",0,99,99,99,"White Land 2017","WhiteLand 2017","2017WhiteLand","2017白色大陆","2017白色大陸","2017WhiteLand","2017WhiteLand","2017 White Day event dedicated area.","Terre réservée aux événements du White Day 2017.","2017 화이트데이 이벤트 전용 지형","2017白色情人节活动的专用地形","2017白色情人節活動專用地形","Tempat khusus event White Day 2017.","พื้นที่พิเศษสำหรับอีเวนท์ไวท์เดย์ปี 2017"
236,"炎熱の館","2017年7月イベント地形",0,99,99,99,,,,"炎热之馆","炎熱之館",,,,,,"2017年7月活动专用地形","2017年7月活動專用地形",,
300,"断絶の谷","イベントクエスト退避用地形",0,99,99,99,"Valley of Extinction","Vallée de la Rupture","단절의 골짜기","断绝之谷","斷絕之谷",,,"Event quest dedicated saving area.","Région d'évacuation pour la Quête d’Événement","이벤트 퀘스트 대피용 지형","用于活动任务避难的地形","活動避難用地形",,
301,"デバッグエリア","デバッグエリア",0,99,99,99,"Debug Area","Debug Area","디버그 지역","Debug area","Debug area","Debug Area","ดีบั๊ก แอเรีย","Debug Area","Debug Area","디버그 지역","Debug area","Debug area","Debug area.","Debug Area"
1000,"屍人の理","R1カード獲得用MAP",0,99,99,99,"Dead Man's Management","Fondement de la Mort",,"尸人之理","屍人之理",,,"The map where you can acquire rare cards (R1).","Carte pour obtenir une Carte Rare (R1).",,"用于获取稀有卡(R1)的地图","可獲得稀有卡(R1)的地圖",,
1001,"屍人の理","R2カード獲得用MAP",0,99,99,99,"Dead Man's Management","Fondement de la Mort",,"尸人之理","屍人之理",,,"The map where you can acquire rare cards (R2).","Carte pour obtenir une Carte Rare (R1).",,"用于获取稀有卡(R2)的地图","可獲得稀有卡(R2)的地圖",,
2001,"哀憐の丘","2015年2月イベント地形",10,4,1,3,"Pitiful Hill","Colline de la Compassion",,"哀憐之丘","哀憐之丘",,,"2015 February event dedicated area.","Région de l'événement du mois de février 2015",,"2015年2月活动专用地图","2015年2月活動專用地形",,
2002,"揺籃の森","2015年2月イベント地形",10,8,1,3,"Cradle Forest","Forêt au Berceau",,"搖籃之森","搖籃之森",,,"2015 February event dedicated area.","Région de l'événement du mois de février 2015",,"2015年2月活动专用地图","2015年2月活動專用地形",,
2003,"甘き湖","2015年2月イベント地形",10,12,2,6,"Sweetwater Lake","Lac Doucereux",,"鮮甜湖","鮮甜湖",,,"2015 February event dedicated area.","Région de l'événement du mois de février 2015",,"2015年2月活动专用地图","2015年2月活動專用地形",,
2004,"怪夢の要塞","2015年2月イベント地形",10,16,2,5,"Fortress of Nightmares","Forteresse aux Rêves",,"怪夢的要塞","怪夢的要塞",,,"2015 February event dedicated area.","Région de l'événement du mois de février 2015",,"2015年2月活动专用地图","2015年2月活動專用地形",,
2005,"流竄の森","2015年2月イベント地形",10,20,2,5,"Forsaken Forest","Forêt des Exilés",,"流放之森","流放之森",,,"2015 February event dedicated area.","Région de l'événement du mois de février 2015",,"2015年2月活动专用地图","2015年2月活動專用地形",,
2006,"驕る絶峰","2015年2月イベント地形",10,24,3,10,"Arrogance Peak","Mont Généreux",,"自豪絕峰","自豪絕峰",,,"2015 February event dedicated area.","Région de l'événement du mois de février 2015",,"2015年2月活动专用地图","2015年2月活動專用地形",,
2007,"思量の淵","2015年2月イベント地形",10,28,3,6,"Pondering Depth","Abysse de la Pondération",,"思量之淵","思量之淵",,,"2015 February event dedicated area.","Région de l'événement du mois de février 2015",,"2015年2月活动专用地图","2015年2月活動專用地形",,
2008,"軛の城","2015年2月イベント地形",10,32,3,12,"Castle of York","Château de la Servitude",,"軛之城","軛之城",,,"2015 February event dedicated area.","Région de l'événement du mois de février 2015",,"2015年2月活动专用地图","2015年2月活動專用地形",,
2009,"微笑の平原","初心者地形",11,1,1,2,"Smiling Plain","Plaine aux Rires",,"微笑平原","微笑的平原",,,"Area for newcomers","Région pour nouveaux joueurs",,"新手地图","新手地形",,
2010,"屍の森","初心者地形",11,2,1,3,"Dead Forest","Forêt aux Morts",,"尸之森","屍之森",,,"Area for newcomers","Région pour nouveaux joueurs",,"新手地图","新手地形",,
2011,"刻印の峡谷","初心者地形",11,3,2,3,"Carved Canyon","Vallée aux Signes",,"刻印峡谷","刻印的峽谷",,,"Area for newcomers","Région pour nouveaux joueurs",,"新手地图","新手地形",,
2012,"無窮の荒野","初心者地形",11,4,2,4,"Endless Wilderness","Landes Infinies",,"无尽荒野","無窮的荒野",,,"Area for newcomers","Région pour nouveaux joueurs",,"新手地图","新手地形",,
2013,"爪牙の城","初心者地形",11,5,2,5,"Castle of Fangs","Château Épineux",,"爪牙之城","爪牙之城",,,"Area for newcomers","Région pour nouveaux joueurs",,"新手地图","新手地形",,
3001,"外壁通り","2015年6月イベント地形",12,1,1,5,"Outerwall passage","Chemin de Ronde Extérieur",,"外墙通道","外牆通道",,,"A June 2015 event dedicated area","Région de l'événement du mois de juin 2015",,"2015年6月活动专用地图","2015年6月活動專用地形",,
3002,"19番街","2015年6月イベント地形",12,5,1,10,"Street No.19","Quartier 19",,"19号街","19號街",,,"A June 2015 event dedicated area","Région de l'événement du mois de juin 2015",,"2015年6月活动专用地图","2015年6月活動專用地形",,
3003,"67番通り","2015年6月イベント地形",12,15,2,20,"Passage No.67","Rue 67",,"67号通道","67號通道",,,"A June 2015 event dedicated area","Région de l'événement du mois de juin 2015",,"2015年6月活动专用地图","2015年6月活動專用地形",,
3004,"3番公園","2015年6月イベント地形",12,20,2,15,"Park No.3","Parc 3",,"3号公园","3號公園",,,"A June 2015 event dedicated area","Région de l'événement du mois de juin 2015",,"2015年6月活动专用地图","2015年6月活動專用地形",,
3005,"13番広場","2015年6月イベント地形",12,30,3,25,"Square No.13","Place 13",,"13号广场","13號廣場",,,"A June 2015 event dedicated area","Région de l'événement du mois de juin 2015",,"2015年6月活动专用地图","2015年6月活動專用地形",,
3006,"結界の樹林","2015年10月イベント地形",14,5,1,5,"Woods of Barrier","Limites de la Forêt",,"结界的树林","結界的樹林",,,"An October 2015 event dedicated area","Carte pour l'événement du mois d'octobre 2015",,"2015年10月活动专用地图","2015年10月活動專用地形",,
3007,"死霊蠢く林地","2015年10月イベント地形",14,10,1,10,"Forest of Restless Specters","Bois aux Âmes rampantes",,"死灵蠢动的森林","死靈蠢動的森林",,,"An October 2015 event dedicated area","Carte pour l'événement du mois d'octobre 2015",,"2015年10月活动专用地图","2015年10月活動專用地形",,
3008,"呪詛の深緑","2015年10月イベント地形",14,20,3,20,"Cursed Green","Profondeurs maudites",,"诅咒的深绿","詛咒的深綠",,,"An October 2015 event dedicated area","Carte pour l'événement du mois d'octobre 2015",,"2015年10月活动专用地图","2015年10月活動專用地形",,
3009,"怨嗟の森林","2015年10月イベント地形",14,15,2,15,"Forest of Hatred","Forêt de la Rancœur",,"怨恨的森林","怨恨的森林",,,"An October 2015 event dedicated area","Carte pour l'événement du mois d'octobre 2015",,"2015年10月活动专用地图","2015年10月活動專用地形",,
3010,"南瓜王の城","2015年10月イベント地形",14,25,4,25,"Castle of the Pumpking","Château du Roi Citrouille",,"南瓜王的城堡","南瓜王的城堡",,,"An October 2015 event dedicated area","Carte pour l'événement du mois d'octobre 2015",,"2015年10月活动专用地图","2015年10月活動專用地形",,
3011,"隠匿の宝物庫","2015年10月イベント地形",0,99,99,99,"Hidden Treasure Vault","Coffre aux Trésors Cachés",,"隐匿的宝物库","隱匿的寶物庫",,,"An October 2015 event dedicated area","Carte pour l'événement du mois d'octobre 2015",,"2015年10月活动专用地图","2015年10月活動專用地形",,
3012,"哄笑の平原","2016年4月イベント地形",15,3,1,3,,"Plaine aux Rires",,"哄笑的平原","哄笑的平原",,,"An April 2016 event dedicated area","Carte pour l'événement du mois d'avril 2016",,"2016年4月活动专用地形","2016年4月活動專用地形",,
3013,"不死の森","2016年4月イベント地形",15,12,2,12,,"Forêt des Immortels",,"不死之森","不死之森",,,"An April 2016 event dedicated area","Carte pour l'événement du mois d'avril 2016",,"2016年4月活动专用地形","2016年4月活動專用地形",,
3014,"瑕瑾の峡谷","2016年4月イベント地形",15,18,2,18,,"Vallée aux Éclats",,"瑕瑾的峡谷","瑕瑾的峽谷",,,"An April 2016 event dedicated area","Carte pour l'événement du mois d'avril 2016",,"2016年4月活动专用地形","2016年4月活動專用地形",,
3015,"須臾の荒野","2016年4月イベント地形",15,15,3,15,,"Anciennes Terres Désolées",,"须臾的荒野","須臾的荒野",,,"An April 2016 event dedicated area","Carte pour l'événement du mois d'avril 2016",,"2016年4月活动专用地形","2016年4月活動專用地形",,
3016,"黒衣の城","2016年4月イベント地形",15,27,3,27,,"Château aux Draps Noirs",,"黑衣之城","黑衣之城",,,"An April 2016 event dedicated area","Carte pour l'événement du mois d'avril 2016",,"2016年4月活动专用地形","2016年4月活動專用地形",,
3017,"橙の小道","2016年7月イベント地形",16,3,1,3,,,,"橙色小径","橙色小徑",,,,,,"2016年7月活动专用地形","2016年7月活動專用地形",,
3018,"水面の空","2016年7月イベント地形",16,12,2,12,,,,"水面之空","水面之空",,,,,,"2016年7月活动专用地形","2016年7月活動專用地形",,
3019,"炎天の草原","2016年7月イベント地形",16,18,2,18,,,,"炎天草原","炎天草原",,,,,,"2016年7月活动专用地形","2016年7月活動專用地形",,
3020,"透明な森林","2016年7月イベント地形",16,15,3,15,,,,"透明森林","透明森林",,,,,,"2016年7月活动专用地形","2016年7月活動專用地形",,
3021,"露草の丘","2016年7月イベント地形",16,27,3,27,,,,"露草之丘","露草之丘",,,,,,"2016年7月活动专用地形","2016年7月活動專用地形",,
3022,"澆薄の平原","2016年10月イベント地形",16,3,1,3,,,,"浇薄的平原","澆薄的平原",,,,,,"2016年10月活动专用地形","2016年10月活動專用地形",,
3023,"憤激の荒野","2016年10月イベント地形",16,12,2,12,,,,"激愤的荒野","激憤的荒野",,,,,,"2016年10月活动专用地形","2016年10月活動專用地形",,
3024,"烙血の森","2016年10月イベント地形",16,18,2,18,,,,"烙血之森","烙血之森",,,,,,"2016年10月活动专用地形","2016年10月活動專用地形",,
3025,"暁鐘鳴る谷","2016年10月イベント地形",16,15,3,15,,,,"鸣晓钟之谷","鳴曉鐘之谷",,,,,,"2016年10月活动专用地形","2016年10月活動專用地形",,
3026,"補綴の地平","2016年10月イベント地形",16,27,3,27,,,,"补缀的地平","補綴的地平",,,,,,"2016年10月活动专用地形","2016年10月活動專用地形",,
3027,"哄笑の平原","2017年4月イベント地形",17,3,1,3,,"Plaine aux Rires",,"哄笑的平原","哄笑的平原",,,"An April 2017 event dedicated area","Carte pour l'événement du mois d'avril 2017",,"2017年4月活动专用地形","2017年4月活動專用地形",,
3028,"不死の森","2017年4月イベント地形",17,12,2,12,,"Forêt des Immortels",,"不死之森","不死之森",,,"An April 2017 event dedicated area","Carte pour l'événement du mois d'avril 2017",,"2017年4月活动专用地形","2017年4月活動專用地形",,
3029,"瑕瑾の峡谷","2017年4月イベント地形",17,18,2,18,,"Vallée aux Éclats",,"瑕瑾的峡谷","瑕瑾的峽谷",,,"An April 2017 event dedicated area","Carte pour l'événement du mois d'avril 2017",,"2017年4月活动专用地形","2017年4月活動專用地形",,
3030,"須臾の荒野","2017年4月イベント地形",17,15,3,15,,"Anciennes Terres Désolées",,"须臾的荒野","須臾的荒野",,,"An April 2017 event dedicated area","Carte pour l'événement du mois d'avril 2017",,"2017年4月活动专用地形","2017年4月活動專用地形",,
3031,"黒衣の城","2017年4月イベント地形",17,27,3,27,,"Château aux Draps Noirs",,"黑衣之城","黑衣之城",,,"An April 2017 event dedicated area","Carte pour l'événement du mois d'avril 2017",,"2017年4月活动专用地形","2017年4月活動專用地形",,
5001,"人気投票2015","人気投票用イベントMAP ",13,5,1,5,"Popularity Voting MAP","Le plus populaire d'Unlight, année 2015",,"人气投票2015","人氣投票2015",,,"Popularity Voting MAP","Carte pour l'Événement Vote de Popularité",,"人气投票用活动MAP","人氣投票用活動MAP ",,
5002,"人気投票2015","人気投票用イベントMAP ",13,5,1,5,"Popularity Voting MAP","Le plus populaire d'Unlight, année 2015",,"人气投票2015","人氣投票2015",,,"Popularity Voting MAP","Carte pour l'Événement Vote de Popularité",,"人气投票用活动MAP","人氣投票用活動MAP ",,
5003,"人気投票2015","人気投票用イベントMAP ",13,5,1,5,"Popularity Voting MAP","Le plus populaire d'Unlight, année 2015",,"人气投票2015","人氣投票2015",,,"Popularity Voting MAP","Carte pour l'Événement Vote de Popularité",,"人气投票用活动MAP","人氣投票用活動MAP ",,
5004,"人気投票2015","人気投票用イベントMAP ",13,5,1,5,"Popularity Voting MAP","Le plus populaire d'Unlight, année 2015",,"人气投票2015","人氣投票2015",,,"Popularity Voting MAP","Carte pour l'Événement Vote de Popularité",,"人气投票用活动MAP","人氣投票用活動MAP ",,
5005,"人気投票2015","人気投票用イベントMAP ",13,5,1,5,"Popularity Voting MAP","Le plus populaire d'Unlight, année 2015",,"人气投票2015","人氣投票2015",,,"Popularity Voting MAP","Carte pour l'Événement Vote de Popularité",,"人气投票用活动MAP","人氣投票用活動MAP ",,
5006,"人気投票2015","人気投票用イベントMAP ",13,5,1,5,"Popularity Voting MAP","Le plus populaire d'Unlight, année 2015",,"人气投票2015","人氣投票2015",,,"Popularity Voting MAP","Carte pour l'Événement Vote de Popularité",,"人气投票用活动MAP","人氣投票用活動MAP ",,
5007,"人気投票2015","人気投票用イベントMAP ",13,5,1,5,"Popularity Voting MAP","Le plus populaire d'Unlight, année 2015",,"人气投票2015","人氣投票2015",,,"Popularity Voting MAP","Carte pour l'Événement Vote de Popularité",,"人气投票用活动MAP","人氣投票用活動MAP ",,
5008,"人気投票","人気投票用イベントMAP ",13,5,1,5,"Popularity Voting MAP","Le plus populaire d'Unlight",,"人气投票","人氣投票",,,"Popularity Voting MAP","Carte pour l'Événement Vote de Popularité",,"人气投票用活动MAP","人氣投票用活動MAP ",,
5009,"人気投票","人気投票用イベントMAP ",13,5,1,5,"Popularity Voting MAP","Le plus populaire d'Unlight",,"人气投票","人氣投票",,,"Popularity Voting MAP","Carte pour l'Événement Vote de Popularité",,"人气投票用活动MAP","人氣投票用活動MAP ",,
5010,"人気投票","人気投票用イベントMAP ",13,5,1,5,"Popularity Voting MAP","Le plus populaire d'Unlight",,"人气投票","人氣投票",,,"Popularity Voting MAP","Carte pour l'Événement Vote de Popularité",,"人气投票用活动MAP","人氣投票用活動MAP ",,
